P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.041708,ENSG00000247626,1.0,,By_ingredient,,0.083195,SMTT02044,MARS2,"Methionyl-tRNA Synthetase 2, Mitochondrial",2
0.005464,ENSG00000065833,1.0,NADP-dependent Malic Enzyme,By_ingredient,P48163,0.01971,SMTT02071,ME1,malic enzyme 1,
0.054201,ENSG00000257335,1.0,"Maltase-glucoamylase, Intestinal",By_ingredient,O43451,0.077088,SMTT02095,MGAM,maltase-glucoamylase,
0.000162,ENSG00000008394,1.0,Microsomal Glutathione S-transferase 1,By_ingredient,P10620,0.004619,SMTT02101,MGST1,microsomal glutathione S-transferase 1,
0.004471,ENSG00000187098,1.0,,By_ingredient,,0.034594,SMTT02113,MITF,Melanogenesis Associated Transcription Factor,3
0.025237,ENSG00000132763,1.0,Methylmalonic Aciduria And Homocystinuria Type C Protein,By_ingredient,Q9Y4U1,0.067052,SMTT02128,MMACHC,"Methylmalonic Aciduria (cobalamin Deficiency) CblC Type, With Homocystinuria",1
0.004471,ENSG00000196549,1.0,Neprilysin,By_ingredient,P08473,0.033537,SMTT02130,MME,membrane metalloendopeptidase,
0.008484,ENSG00000142606,1.0,,By_ingredient,,0.044522,SMTT02131,MMEL1,Membrane Metalloendopeptidase Like 1,1
0.114517,ENSG00000196611,1.0,Interstitial Collagenase,By_ingredient,P03956,0.140002,SMTT02132,MMP1,Matrix Metallopeptidase 1,11
0.031839,ENSG00000149968,1.0,Stromelysin-1,By_ingredient,P08254,0.073855,SMTT02140,MMP3,matrix metallopeptidase 3,
0.118996,ENSG00000118113,1.0,Neutrophil Collagenase,By_ingredient,P22894,0.144572,SMTT02142,MMP8,matrix metallopeptidase 8,
0.016294,ENSG00000100985,1.0,Matrix Metalloproteinase-9,By_ingredient,P14780,0.039221,SMTT02143,MMP9,Matrix Metallopeptidase 9,20
0.016896,ENSG00000158887,1.0,,By_ingredient,,0.057825,SMTT02159,MPZ,Myelin Protein Zero,1
0.005052,ENSG00000156738,1.0,B-lymphocyte Antigen CD20,By_ingredient,P11836,0.019019,SMTT02167,MS4A1,Membrane Spanning 4-domains A1,11
0.000425,ENSG00000138379,1.0,Growth/differentiation Factor 8,By_ingredient,O14793,0.008968,SMTT02177,MSTN,Myostatin,2
0.033507,ENSG00000120149,1.0,,By_ingredient,,0.075179,SMTT02179,MSX2,Msh Homeobox 2,5
0.008806,ENSG00000198793,1.0,Serine/threonine-protein Kinase MTOR,By_ingredient,P42345,0.045057,SMTT02189,MTOR,Mechanistic Target Of Rapamycin Kinase,1
0.016896,ENSG00000110921,1.0,Mevalonate Kinase,By_ingredient,Q03426,0.057825,SMTT02200,MVK,Mevalonate Kinase,12
0.00648,ENSG00000136997,1.0,Myc Proto-oncogene Protein,By_ingredient,P01106,0.023412,SMTT02203,MYC,"MYC Proto-oncogene, BHLH Transcription Factor",8
0.041708,ENSG00000065534,1.0,,By_ingredient,,0.083195,SMTT02217,MYLK,Myosin Light Chain Kinase,3
0.049839,ENSG00000198951,1.0,Alpha-N-acetylgalactosaminidase,By_ingredient,P17050,0.090719,SMTT02236,NAGA,Alpha-N-acetylgalactosaminidase,22
0.033507,ENSG00000108784,1.0,Alpha-N-acetylglucosaminidase,By_ingredient,P54802,0.075179,SMTT02237,NAGLU,N-acetyl-alpha-glucosaminidase,17
0.056868,ENSG00000084676,1.0,Nuclear Receptor Coactivator 1,By_ingredient,Q15788,0.079792,SMTT02251,NCOA1,nuclear receptor coactivator 1,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT02255,ND2,MTND2,MT
0.008484,,1.0,,By_ingredient,,0.044522,SMTT02259,ND5,"NADH Dehydrogenase, Subunit 5 (complex I)",MT
0.033507,ENSG00000101247,1.0,,By_ingredient,,0.075179,SMTT02276,NDUFAF5,NADH:ubiquinone Oxidoreductase Complex Assembly Factor 5,20
0.020056,ENSG00000023228,1.0,"NADH-ubiquinone Oxidoreductase 75 KDa Subunit, Mitochondrial",By_ingredient,P28331,0.0393,SMTT02281,NDUFS1,NADH:ubiquinone Oxidoreductase Core Subunit S1,2
0.033507,ENSG00000110400,1.0,,By_ingredient,,0.075179,SMTT02292,NECTIN1,Nectin Cell Adhesion Molecule 1,11
0.049839,ENSG00000146938,1.0,,By_ingredient,,0.090719,SMTT02330,NLGN4X,"Neuroligin 4, X-linked",X
0.033507,ENSG00000086288,1.0,,By_ingredient,,0.075179,SMTT02337,NME8,NME/NM23 Family Member 8,7
0.016896,ENSG00000173614,1.0,Nicotinamide/nicotinic Acid Mononucleotide Adenylyltransferase 1,By_ingredient,Q9HAN9,0.057825,SMTT02338,NMNAT1,Nicotinamide Nucleotide Adenylyltransferase 1,1
0.008484,ENSG00000156574,1.0,,By_ingredient,,0.044522,SMTT02342,NODAL,Nodal Growth Differentiation Factor,10
0.041317,ENSG00000089250,1.0,"Nitric Oxide Synthase, Brain",By_ingredient,P29475,0.082936,SMTT02348,NOS1,Nitric Oxide Synthase 1,12
0.018502,ENSG00000007171,1.0,"Nitric Oxide Synthase, Inducible",By_ingredient,P35228,0.059553,SMTT02349,NOS2,nitric oxide synthase 2,
0.02821,ENSG00000164867,1.0,"Nitric Oxide Synthase, Endothelial",By_ingredient,P29474,0.070548,SMTT02350,NOS3,nitric oxide synthase 3,
0.762736,ENSG00000113580,1.0,Glucocorticoid Receptor,By_ingredient,P04150,0.785992,SMTT02379,NR3C1,Nuclear Receptor Subfamily 3 Group C Member 1,5
0.484167,ENSG00000151623,1.0,Mineralocorticoid Receptor,By_ingredient,P08235,0.516346,SMTT02380,NR3C2,Nuclear Receptor Subfamily 3 Group C Member 2,4
0.041708,ENSG00000099250,1.0,Neuropilin-1,By_ingredient,O14786,0.083195,SMTT02386,NRP1,neuropilin 1,
0.00194,ENSG00000213024,1.0,,By_ingredient,,0.023272,SMTT02409,NUP62,Nucleoporin 62,19
0.000254,ENSG00000065154,1.0,"Ornithine Aminotransferase, Mitochondrial",By_ingredient,P04181,0.006346,SMTT02412,OAT,Ornithine Aminotransferase,10
0.025237,ENSG00000124006,1.0,,By_ingredient,,0.067052,SMTT02413,OBSL1,Obscurin Like 1,2
0.00896,ENSG00000114026,1.0,,By_ingredient,,0.026817,SMTT02420,OGG1,8-oxoguanine DNA Glycosylase,3
0.807852,ENSG00000112038,1.0,Mu-type Opioid Receptor,By_ingredient,P35372,0.828234,SMTT02430,OPRM1,opioid receptor mu 1,
0.016896,ENSG00000117385,1.0,Prolyl 3-hydroxylase 1,By_ingredient,Q32P28,0.057825,SMTT02453,P3H1,Prolyl 3-hydroxylase 1,1
0.008484,ENSG00000217930,1.0,,By_ingredient,,0.044522,SMTT02465,PAM16,Presequence Translocase Associated Motor 16,16
0.033507,ENSG00000182752,1.0,Pappalysin-1,By_ingredient,Q13219,0.075179,SMTT02467,PAPPA,pappalysin 1,
0.025237,ENSG00000198682,1.0,,By_ingredient,,0.067052,SMTT02468,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate Synthase 2,10
0.049839,ENSG00000116288,1.0,Protein Deglycase DJ-1,By_ingredient,Q99497,0.090719,SMTT02469,PARK7,Parkinsonism Associated Deglycase,1
8.7e-05,ENSG00000143799,1.0,Poly [ADP-ribose] Polymerase 1,By_ingredient,P09874,0.002959,SMTT02471,PARP1,poly(ADP-ribose) polymerase 1,
0.039287,ENSG00000132646,1.0,Proliferating Cell Nuclear Antigen,By_ingredient,P12004,0.061462,SMTT02490,PCNA,Proliferating Cell Nuclear Antigen,20
0.00896,ENSG00000169174,1.0,Proprotein Convertase Subtilisin/kexin Type 9,By_ingredient,Q8NBP7,0.045463,SMTT02494,PCSK9,Proprotein Convertase Subtilisin/kexin Type 9,1
0.041708,ENSG00000065989,1.0,"CAMP-specific 3',5'-cyclic Phosphodiesterase 4A",By_ingredient,P27815,0.083195,SMTT02500,PDE4A,phosphodiesterase 4A,
0.006096,ENSG00000168291,1.0,"Pyruvate Dehydrogenase E1 Component Subunit Beta, Mitochondrial",By_ingredient,P11177,0.039057,SMTT02514,PDHB,Pyruvate Dehydrogenase E1 Beta Subunit,3
0.005052,ENSG00000110435,1.0,,By_ingredient,,0.019019,SMTT02515,PDHX,Pyruvate Dehydrogenase Complex Component X,11
0.049839,ENSG00000164494,1.0,,By_ingredient,,0.090719,SMTT02518,PDSS2,Decaprenyl Diphosphate Synthase Subunit 2,6
0.041708,ENSG00000124299,1.0,,By_ingredient,,0.083195,SMTT02522,PEPD,Peptidase D,19
0.000716,ENSG00000142657,1.0,"6-phosphogluconate Dehydrogenase, Decarboxylating",By_ingredient,P52209,0.01276,SMTT02546,PGD,phosphogluconate dehydrogenase,
0.279263,ENSG00000082175,1.0,Progesterone Receptor,By_ingredient,P06401,0.308871,SMTT02550,PGR,Progesterone Receptor,11
0.008484,ENSG00000102174,1.0,,By_ingredient,,0.044522,SMTT02552,PHEX,Phosphate Regulating Endopeptidase Homolog X-linked,X
0.003083,ENSG00000092621,1.0,D-3-phosphoglycerate Dehydrogenase,By_ingredient,O43175,0.029848,SMTT02556,PHGDH,Phosphoglycerate Dehydrogenase,1
0.021877,ENSG00000121879,1.0,"Phosphatidylinositol 4,5-bisphosphate 3-kinase Catalytic Subunit Alpha Isoform",By_ingredient,P42336,0.063757,SMTT02578,PIK3CA,"Phosphatidylinositol-4,5-bisphosphate 3-kinase Catalytic Subunit Alpha",3
0.02835,ENSG00000171608,1.0,"Phosphatidylinositol 4,5-bisphosphate 3-kinase Catalytic Subunit Delta Isoform",By_ingredient,O00329,0.070638,SMTT02579,PIK3CD,"Phosphatidylinositol-4,5-bisphosphate 3-kinase Catalytic Subunit Delta",1
0.006995,ENSG00000145675,1.0,Phosphatidylinositol 3-kinase Regulatory Subunit Alpha,By_ingredient,P27986,0.041499,SMTT02580,PIK3R1,Phosphoinositide-3-kinase Regulatory Subunit 1,5
0.00058,ENSG00000137193,1.0,Serine/threonine-protein Kinase Pim-1,By_ingredient,P11309,0.011044,SMTT02584,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",
0.000617,ENSG00000143627,1.0,Pyruvate Kinase PKLR,By_ingredient,P30613,0.011512,SMTT02594,PKLR,Pyruvate Kinase L/R,1
0.025237,ENSG00000083444,1.0,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",By_ingredient,Q02809,0.067052,SMTT02620,PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",1
0.049839,ENSG00000140650,1.0,,By_ingredient,,0.090719,SMTT02627,PMM2,Phosphomannomutase 2,16
0.025237,ENSG00000138035,1.0,,By_ingredient,,0.067052,SMTT02642,PNPT1,Polyribonucleotide Nucleotidyltransferase 1,2
0.002969,ENSG00000062822,1.0,,By_ingredient,,0.029294,SMTT02651,POLD1,"DNA Polymerase Delta 1, Catalytic Subunit",19
0.044567,ENSG00000005421,1.0,Serum Paraoxonase/arylesterase 1,By_ingredient,P27169,0.066821,SMTT02668,PON1,Paraoxonase 1,7
0.014456,ENSG00000186951,1.0,Peroxisome Proliferator-activated Receptor Alpha,By_ingredient,Q07869,0.054272,SMTT02679,PPARA,peroxisome proliferator activated receptor alpha,
0.141055,ENSG00000132170,1.0,Peroxisome Proliferator-activated Receptor Gamma,By_ingredient,P37231,0.166959,SMTT02681,PPARG,Peroxisome Proliferator Activated Receptor Gamma,3
0.010078,ENSG00000109819,1.0,,By_ingredient,,0.026817,SMTT02682,PPARGC1A,PPARG Coactivator 1 Alpha,4
0.004471,ENSG00000106617,1.0,5'-AMP-activated Protein Kinase Subunit Gamma-2,By_ingredient,Q9UGJ0,0.034594,SMTT02715,PRKAG2,Protein Kinase AMP-activated Non-catalytic Subunit Gamma 2,7
0.000191,ENSG00000154229,1.0,Protein Kinase C Alpha Type,By_ingredient,P17252,0.005214,SMTT02717,PRKCA,protein kinase C alpha,
2e-06,ENSG00000163932,0.803521,Protein Kinase C Delta Type,By_ingredient,Q05655,0.000159,SMTT02719,PRKCD,Protein Kinase C Delta,3
7.6e-05,ENSG00000171132,1.0,Protein Kinase C Epsilon Type,By_ingredient,Q02156,0.001207,SMTT02720,PRKCE,protein kinase C epsilon,
0.981774,ENSG00000204983,1.0,Trypsin-1,By_ingredient,P07477,0.985666,SMTT02747,PRSS1,Serine Protease 1,7
0.002969,ENSG00000171862,1.0,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase And Dual-specificity Protein Phosphatase PTEN",By_ingredient,P60484,0.029294,SMTT02769,PTEN,Phosphatase And Tensin Homolog,10
0.000272,ENSG00000095303,1.0,Prostaglandin G/H Synthase 1,By_ingredient,P23219,0.002939,SMTT02776,PTGS1,prostaglandin-endoperoxide synthase 1,
0.000484,ENSG00000073756,1.0,Prostaglandin G/H Synthase 2,By_ingredient,P35354,0.004344,SMTT02777,PTGS2,prostaglandin-endoperoxide synthase 2,
0.033507,ENSG00000160801,1.0,Parathyroid Hormone/parathyroid Hormone-related Peptide Receptor,By_ingredient,Q03431,0.075179,SMTT02779,PTH1R,Parathyroid Hormone 1 Receptor,3
0.008723,ENSG00000173039,1.0,Transcription Factor P65,By_ingredient,Q04206,0.044852,SMTT02865,RELA,"RELA proto-oncogene, NF-kB subunit",
0.005052,ENSG00000102032,1.0,N-acylglucosamine 2-epimerase,By_ingredient,P51606,0.019019,SMTT02868,RENBP,renin binding protein,
0.033507,ENSG00000108370,1.0,,By_ingredient,,0.075179,SMTT02882,RGS9,Regulator Of G Protein Signaling 9,17
0.033507,ENSG00000079841,1.0,,By_ingredient,,0.075179,SMTT02888,RIMS1,Regulating Synaptic Membrane Exocytosis 1,6
0.025237,ENSG00000169397,1.0,Eosinophil Cationic Protein,By_ingredient,P12724,0.067052,SMTT02898,RNASE3,ribonuclease A family member 3,
0.025237,ENSG00000153574,1.0,Ribose-5-phosphate Isomerase,By_ingredient,P49247,0.067052,SMTT02929,RPIA,Ribose 5-phosphate Isomerase A,2
0.025237,ENSG00000137154,1.0,40S Ribosomal Protein S6,By_ingredient,P62753,0.067052,SMTT02946,RPS6,ribosomal protein S6,
0.049839,ENSG00000169218,1.0,,By_ingredient,,0.090719,SMTT02958,RSPO1,R-spondin 1,1
0.049839,ENSG00000101282,1.0,,By_ingredient,,0.090719,SMTT02959,RSPO4,R-spondin 4,20
0.016896,ENSG00000258366,1.0,,By_ingredient,,0.057825,SMTT02961,RTEL1,Regulator Of Telomere Elongation Helicase 1,20
0.025237,ENSG00000130347,1.0,,By_ingredient,,0.067052,SMTT02963,RTN4IP1,Reticulon 4 Interacting Protein 1,6
0.003747,ENSG00000124813,1.0,,By_ingredient,,0.032355,SMTT02967,RUNX2,Runt Related Transcription Factor 2,6
0.547713,ENSG00000186350,1.0,Retinoic Acid Receptor RXR-alpha,By_ingredient,P19793,0.579404,SMTT02969,RXRA,retinoid X receptor alpha,
0.041708,ENSG00000198626,1.0,Ryanodine Receptor 2,By_ingredient,Q92736,0.083195,SMTT02972,RYR2,Ryanodine Receptor 2,1
0.468596,ENSG00000183873,1.0,Sodium Channel Protein Type 5 Subunit Alpha,By_ingredient,Q14524,0.50078,SMTT03005,SCN5A,Sodium Voltage-gated Channel Alpha Subunit 5,3
0.000716,ENSG00000073578,1.0,"Succinate Dehydrogenase [ubiquinone] Flavoprotein Subunit, Mitochondrial",By_ingredient,P31040,0.01276,SMTT03016,SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,5
0.049839,ENSG00000075213,1.0,,By_ingredient,,0.090719,SMTT03032,SEMA3A,Semaphorin 3A,7
0.033507,ENSG00000153993,1.0,,By_ingredient,,0.075179,SMTT03034,SEMA3D,Semaphorin 3D,7
0.033507,ENSG00000170381,1.0,,By_ingredient,,0.075179,SMTT03035,SEMA3E,Semaphorin 3E,7
0.033507,ENSG00000196189,1.0,,By_ingredient,,0.075179,SMTT03036,SEMA4A,Semaphorin 4A,1
0.033507,ENSG00000112902,1.0,,By_ingredient,,0.075179,SMTT03037,SEMA5A,Semaphorin 5A,5
0.008484,ENSG00000183918,1.0,,By_ingredient,,0.044522,SMTT03075,SH2D1A,SH2 Domain Containing 1A,X
0.049839,ENSG00000142178,1.0,Serine/threonine-protein Kinase SIK1,By_ingredient,P57059,0.090719,SMTT03087,SIK1,Salt Inducible Kinase 1,21
0.016896,ENSG00000141485,1.0,,By_ingredient,,0.057825,SMTT03107,SLC13A5,Solute Carrier Family 13 Member 5,17
0.01508,ENSG00000118596,1.0,Monocarboxylate Transporter 2,By_ingredient,O60669,0.033537,SMTT03111,SLC16A7,solute carrier family 16 member 7,
0.041708,ENSG00000165646,1.0,Synaptic Vesicular Amine Transporter,By_ingredient,Q05940,0.083195,SMTT03115,SLC18A2,Solute Carrier Family 18 Member A2,10
0.041708,ENSG00000079215,1.0,Excitatory Amino Acid Transporter 1,By_ingredient,P43003,0.083195,SMTT03119,SLC1A3,Solute Carrier Family 1 Member 3,5
0.041708,ENSG00000100075,1.0,,By_ingredient,,0.083195,SMTT03132,SLC25A1,Solute Carrier Family 25 Member 1,22
0.001463,ENSG00000004864,1.0,Calcium-binding Mitochondrial Carrier Protein Aralar2,By_ingredient,Q9UJS0,0.019689,SMTT03134,SLC25A13,Solute Carrier Family 25 Member 13,7
0.01508,ENSG00000117394,1.0,"Solute Carrier Family 2, Facilitated Glucose Transporter Member 1",By_ingredient,P11166,0.033537,SMTT03153,SLC2A1,Solute Carrier Family 2 Member 1,1
0.049839,ENSG00000197106,1.0,,By_ingredient,,0.090719,SMTT03191,SLC6A17,Solute Carrier Family 6 Member 17,1
0.957552,ENSG00000142319,1.0,Sodium-dependent Dopamine Transporter,By_ingredient,Q01959,0.96447,SMTT03195,SLC6A3,Solute Carrier Family 6 Member 3,5
0.895003,ENSG00000108576,1.0,Sodium-dependent Serotonin Transporter,By_ingredient,P31645,0.908479,SMTT03196,SLC6A4,solute carrier family 6 member 4,
0.049839,ENSG00000165970,1.0,Sodium- And Chloride-dependent Glycine Transporter 2,By_ingredient,Q9Y345,0.090719,SMTT03197,SLC6A5,Solute Carrier Family 6 Member 5,11
0.049839,ENSG00000141646,1.0,,By_ingredient,,0.090719,SMTT03217,SMAD4,SMAD Family Member 4,18
0.049839,ENSG00000132639,1.0,Synaptosomal-associated Protein 25,By_ingredient,P60880,0.090719,SMTT03237,SNAP25,Synaptosome Associated Protein 25,20
0.199955,ENSG00000142168,1.0,Superoxide Dismutase [Cu-Zn],By_ingredient,P00441,0.22756,SMTT03256,SOD1,Superoxide Dismutase 1,21
0.043235,ENSG00000112096,1.0,"Superoxide Dismutase [Mn], Mitochondrial",By_ingredient,P04179,0.084813,SMTT03257,SOD2,superoxide dismutase 2,
0.041708,ENSG00000072195,1.0,,By_ingredient,,0.083195,SMTT03280,SPEG,SPEG Complex Locus,2
0.016122,ENSG00000161011,1.0,,By_ingredient,,0.05684,SMTT03298,SQSTM1,Sequestosome 1,5
3e-06,ENSG00000197122,1.0,Proto-oncogene Tyrosine-protein Kinase Src,By_ingredient,P12931,0.000227,SMTT03300,SRC,"SRC Proto-oncogene, Non-receptor Tyrosine Kinase",20
0.043235,ENSG00000072310,1.0,Sterol Regulatory Element-binding Protein 1,By_ingredient,P36956,0.084813,SMTT03304,SREBF1,sterol regulatory element binding transcription factor 1,
0.026019,ENSG00000168610,1.0,Signal Transducer And Activator Of Transcription 3,By_ingredient,P40763,0.067756,SMTT03319,STAT3,Signal Transducer And Activator Of Transcription 3,17
0.033507,ENSG00000115107,1.0,,By_ingredient,,0.075179,SMTT03322,STEAP3,STEAP3 Metalloreductase,2
0.016896,ENSG00000266173,1.0,,By_ingredient,,0.057825,SMTT03330,STRADA,STE20-related Kinase Adaptor Alpha,17
0.025237,ENSG00000136854,1.0,,By_ingredient,,0.067052,SMTT03340,STXBP1,Syntaxin Binding Protein 1,9
0.011141,ENSG00000196502,1.0,Sulfotransferase 1A1,By_ingredient,P50225,0.049825,SMTT03346,SULT1A1,sulfotransferase family 1A member 1,
0.025237,ENSG00000177156,1.0,,By_ingredient,,0.067052,SMTT03377,TALDO1,Transaldolase 1,11
0.013531,ENSG00000091513,1.0,Serotransferrin,By_ingredient,P02787,0.052784,SMTT03436,TF,Transferrin,3
0.000421,ENSG00000105329,1.0,Transforming Growth Factor Beta-1,By_ingredient,P01137,0.008917,SMTT03447,TGFB1,Transforming Growth Factor Beta 1,19
6.9e-05,ENSG00000092969,1.0,,By_ingredient,,0.002525,SMTT03448,TGFB2,Transforming Growth Factor Beta 2,1
0.00194,ENSG00000119699,1.0,Transforming Growth Factor Beta-3,By_ingredient,P10600,0.023272,SMTT03449,TGFB3,Transforming Growth Factor Beta 3,14
0.026668,ENSG00000180176,1.0,Tyrosine 3-monooxygenase,By_ingredient,P07101,0.06866,SMTT03459,TH,Tyrosine Hydroxylase,11
0.000311,ENSG00000151090,1.0,Thyroid Hormone Receptor Beta,By_ingredient,P10828,0.007241,SMTT03466,THRB,Thyroid Hormone Receptor Beta,3
0.005052,ENSG00000041982,1.0,,By_ingredient,,0.019019,SMTT03501,TNC,Tenascin C,9
0.00012,ENSG00000232810,1.0,Tumor Necrosis Factor,By_ingredient,P01375,0.003761,SMTT03502,TNF,tumor necrosis factor,
0.000329,ENSG00000141510,1.0,Cellular Tumor Antigen P53,By_ingredient,P04637,0.007528,SMTT03530,TP53,Tumor Protein P53,17
4e-05,ENSG00000111669,1.0,Triosephosphate Isomerase,By_ingredient,P60174,0.001688,SMTT03532,TPI1,Triosephosphate Isomerase 1,12
0.033507,ENSG00000155657,1.0,,By_ingredient,,0.075179,SMTT03619,TTN,Titin,2
0.005255,ENSG00000100348,1.0,,By_ingredient,,0.037045,SMTT03642,TXN2,Thioredoxin 2,22
0.007868,ENSG00000077498,1.0,Tyrosinase,By_ingredient,P14679,0.043533,SMTT03648,TYR,Tyrosinase,11
0.049839,ENSG00000130985,1.0,Ubiquitin-like Modifier-activating Enzyme 1,By_ingredient,P22314,0.090719,SMTT03651,UBA1,Ubiquitin Like Modifier Activating Enzyme 1,X
0.008329,ENSG00000162692,1.0,Vascular Cell Adhesion Protein 1,By_ingredient,P19320,0.044277,SMTT03701,VCAM1,vascular cell adhesion molecule 1,
0.023199,ENSG00000112715,1.0,Vascular Endothelial Growth Factor A,By_ingredient,P15692,0.06501,SMTT03708,VEGFA,vascular endothelial growth factor A,
0.010024,ENSG00000026025,1.0,Vimentin,By_ingredient,P08670,0.047444,SMTT03711,VIM,Vimentin,10
0.016896,ENSG00000134987,1.0,,By_ingredient,,0.057825,SMTT03738,WDR36,WD Repeat Domain 36,5
0.049839,ENSG00000184937,1.0,,By_ingredient,,0.090719,SMTT03762,WT1,Wilms Tumor 1,11
0.016469,ENSG00000158125,1.0,Xanthine Dehydrogenase/oxidase,By_ingredient,P47989,0.040321,SMTT03764,XDH,Xanthine Dehydrogenase,2
0.037368,ENSG00000101966,1.0,E3 Ubiquitin-protein Ligase XIAP,By_ingredient,P98170,0.07904,SMTT03765,XIAP,X-linked Inhibitor Of Apoptosis,X
0.033507,ENSG00000196236,1.0,,By_ingredient,,0.075179,SMTT03771,XPNPEP3,X-prolyl Aminopeptidase 3,22
0.008484,ENSG00000134684,1.0,"Tyrosine--tRNA Ligase, Cytoplasmic",By_ingredient,P54577,0.044522,SMTT03778,YARS,Tyrosyl-tRNA Synthetase,1
0.049839,ENSG00000139131,1.0,"Tyrosine--tRNA Ligase, Mitochondrial",By_ingredient,Q9Y2Z4,0.090719,SMTT03779,YARS2,Tyrosyl-tRNA Synthetase 2,12
0.025237,ENSG00000084073,1.0,,By_ingredient,,0.067052,SMTT03803,ZMPSTE24,Zinc Metallopeptidase STE24,1
0.001311,ENSG00000134057,1.0,,By_ingredient,P14635,0.018446,SMTT03845,CCNB1,Cyclin B1,5
0.049839,ENSG00000120088,1.0,,By_ingredient,P34998,0.090719,SMTT03849,CRHR1,Corticotropin Releasing Hormone Receptor 1,17
0.005255,ENSG00000134001,1.0,,By_ingredient,P05198,0.037045,SMTT03851,EIF2S1,Eukaryotic Translation Initiation Factor 2 Subunit Alpha,14
0.033507,ENSG00000113361,1.0,,By_ingredient,P55285,0.075179,SMTT03864,CDH6,Cadherin 6,5
0.016896,ENSG00000184258,1.0,,By_ingredient,P51861,0.057825,SMTT03869,CDR1,Cerebellar Degeneration Related Protein 1,X
0.030074,ENSG00000030110,1.0,,By_ingredient,Q16611,0.071959,SMTT03875,BAK1,BCL2 Antagonist/killer 1,6
5e-06,ENSG00000087088,1.0,,By_ingredient,Q07812,0.000328,SMTT03877,BAX,"BCL2 Associated X, Apoptosis Regulator",19
0.012311,ENSG00000140379,1.0,,By_ingredient,Q16548,0.050872,SMTT03881,BCL2A1,BCL2 Related Protein A1,15
0.018907,ENSG00000197405,1.0,,By_ingredient,P21730,0.060162,SMTT03899,C5AR1,Complement C5a Receptor 1,19
0.041708,ENSG00000173786,1.0,,By_ingredient,P09543,0.083195,SMTT03901,CNP,"2',3'-cyclic Nucleotide 3' Phosphodiesterase",17
0.033507,ENSG00000197971,1.0,,By_ingredient,P02686,0.075179,SMTT03930,MBP,Myelin Basic Protein,18
0.006096,ENSG00000197442,1.0,,By_ingredient,Q99683,0.039057,SMTT03943,MAP3K5,Mitogen-activated Protein Kinase Kinase Kinase 5,6
0.010078,ENSG00000257017,1.0,,By_ingredient,P00738,0.026817,SMTT03955,HP,Haptoglobin,16
0.016896,ENSG00000163520,1.0,,By_ingredient,P98095,0.057825,SMTT03956,FBLN2,Fibulin 2,3
0.037368,ENSG00000181773,1.0,,By_ingredient,P46089,0.07904,SMTT03962,GPR3,G Protein-coupled Receptor 3,1
0.049839,ENSG00000029559,1.0,,By_ingredient,P21815,0.090719,SMTT03966,IBSP,Integrin Binding Sialoprotein,4
0.016896,ENSG00000129988,1.0,,By_ingredient,P18428,0.057825,SMTT03968,LBP,Lipopolysaccharide Binding Protein,20
0.010078,ENSG00000101890,1.0,,By_ingredient,P51841,0.026817,SMTT03980,GUCY2F,"Guanylate Cyclase 2F, Retinal",X
0.033507,ENSG00000187244,1.0,,By_ingredient,P50895,0.075179,SMTT03983,BCAM,Basal Cell Adhesion Molecule (Lutheran Blood Group),19
0.007873,ENSG00000116044,1.0,,By_ingredient,Q16236,0.043533,SMTT03990,NFE2L2,"Nuclear Factor, Erythroid 2 Like 2",2
0.049839,ENSG00000105472,1.0,,By_ingredient,Q9Y240,0.090719,SMTT03994,CLEC11A,C-type Lectin Domain Containing 11A,19
0.049839,ENSG00000275302,1.0,,By_ingredient,P13236,0.090719,SMTT03998,CCL4,C-C Motif Chemokine Ligand 4,17
0.02835,ENSG00000115009,1.0,,By_ingredient,P78556,0.070638,SMTT04009,CCL20,C-C Motif Chemokine Ligand 20,2
0.01508,ENSG00000106459,1.0,,By_ingredient,Q16656,0.033537,SMTT04014,NRF1,Nuclear Respiratory Factor 1,7
0.012311,ENSG00000173391,1.0,,By_ingredient,P78380,0.050872,SMTT04024,OLR1,Oxidized Low Density Lipoprotein Receptor 1,12
0.016896,ENSG00000137509,1.0,,By_ingredient,P42785,0.057825,SMTT04027,PRCP,Prolylcarboxypeptidase,11
0.041708,ENSG00000117152,1.0,,By_ingredient,P49798,0.083195,SMTT04029,RGS4,Regulator Of G Protein Signaling 4,1
0.033507,ENSG00000149269,1.0,,By_ingredient,Q13153,0.075179,SMTT04031,PAK1,P21 (RAC1) Activated Kinase 1,11
0.021877,ENSG00000121858,1.0,,By_ingredient,P50591,0.063757,SMTT04065,TNFSF10,TNF Superfamily Member 10,3
0.041708,ENSG00000081059,1.0,,By_ingredient,P36402,0.083195,SMTT04071,TCF7,Transcription Factor 7,5
