P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.064234,ENSG00000005421,1.0,Serum Paraoxonase/arylesterase 1,By_ingredient,P27169,0.08749,SMTT02668,PON1,Paraoxonase 1,7
0.010442,ENSG00000109819,1.0,,By_ingredient,,0.048258,SMTT02682,PPARGC1A,PPARG Coactivator 1 Alpha,4
0.008664,ENSG00000106617,1.0,5'-AMP-activated Protein Kinase Subunit Gamma-2,By_ingredient,Q9UGJ0,0.044852,SMTT02715,PRKAG2,Protein Kinase AMP-activated Non-catalytic Subunit Gamma 2,7
0.035391,ENSG00000185345,1.0,,By_ingredient,,0.076813,SMTT02726,PRKN,Parkin RBR E3 Ubiquitin Protein Ligase,6
0.046909,ENSG00000147224,1.0,,By_ingredient,,0.08824,SMTT02744,PRPS1,Phosphoribosyl Pyrophosphate Synthetase 1,X
0.0,ENSG00000204983,2e-06,Trypsin-1,By_ingredient,P07477,0.0,SMTT02747,PRSS1,Serine Protease 1,7
0.035391,ENSG00000156471,1.0,Phosphatidylserine Synthase 1,By_ingredient,P48651,0.076813,SMTT02768,PTDSS1,Phosphatidylserine Synthase 1,8
0.057305,ENSG00000171862,1.0,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase And Dual-specificity Protein Phosphatase PTEN",By_ingredient,P60484,0.080259,SMTT02769,PTEN,Phosphatase And Tensin Homolog,10
0.0,ENSG00000095303,0.027398,Prostaglandin G/H Synthase 1,By_ingredient,P23219,2e-05,SMTT02776,PTGS1,prostaglandin-endoperoxide synthase 1,
1e-06,ENSG00000073756,0.053028,Prostaglandin G/H Synthase 2,By_ingredient,P35354,3.3e-05,SMTT02777,PTGS2,prostaglandin-endoperoxide synthase 2,
0.046909,ENSG00000160801,1.0,Parathyroid Hormone/parathyroid Hormone-related Peptide Receptor,By_ingredient,Q03431,0.08824,SMTT02779,PTH1R,Parathyroid Hormone 1 Receptor,3
0.011939,ENSG00000075785,1.0,Ras-related Protein Rab-7a,By_ingredient,P51149,0.050166,SMTT02815,RAB7A,"RAB7A, Member RAS Oncogene Family",3
0.008664,ENSG00000285396|ENSG00000051180,1.0,DNA Repair Protein RAD51 Homolog 1,By_ingredient,Q06609,0.044852,SMTT02820,RAD51,RAD51 Recombinase,15
0.040987,ENSG00000139687,1.0,Retinoblastoma-associated Protein,By_ingredient,P06400,0.082657,SMTT02842,RB1,RB Transcriptional Corepressor 1,13
0.023427,ENSG00000139988,1.0,Retinol Dehydrogenase 12,By_ingredient,Q96NR8,0.06515,SMTT02857,RDH12,Retinol Dehydrogenase 12,14
0.569675,ENSG00000173039,1.0,Transcription Factor P65,By_ingredient,Q04206,0.600867,SMTT02865,RELA,"RELA proto-oncogene, NF-kB subunit",
0.003575,ENSG00000143839,1.0,Renin,By_ingredient,P00797,0.031612,SMTT02867,REN,Renin,1
0.046909,ENSG00000108370,1.0,,By_ingredient,,0.08824,SMTT02882,RGS9,Regulator Of G Protein Signaling 9,17
0.017167,ENSG00000067560,1.0,Transforming Protein RhoA,By_ingredient,P61586,0.058131,SMTT02887,RHOA,ras homolog family member A,
0.035391,ENSG00000169397,1.0,Eosinophil Cationic Protein,By_ingredient,P12724,0.076813,SMTT02898,RNASE3,ribonuclease A family member 3,
0.035391,ENSG00000153574,1.0,Ribose-5-phosphate Isomerase,By_ingredient,P49247,0.076813,SMTT02929,RPIA,Ribose 5-phosphate Isomerase A,2
0.023735,ENSG00000258366,1.0,,By_ingredient,,0.065404,SMTT02961,RTEL1,Regulator Of Telomere Elongation Helicase 1,20
0.035391,ENSG00000130347,1.0,,By_ingredient,,0.076813,SMTT02963,RTN4IP1,Reticulon 4 Interacting Protein 1,6
0.001614,ENSG00000186350,1.0,Retinoic Acid Receptor RXR-alpha,By_ingredient,P19793,0.010151,SMTT02969,RXRA,retinoid X receptor alpha,
0.046909,ENSG00000196218,1.0,Ryanodine Receptor 1,By_ingredient,P21817,0.08824,SMTT02971,RYR1,Ryanodine Receptor 1,19
0.010159,ENSG00000185313,1.0,Sodium Channel Protein Type 10 Subunit Alpha,By_ingredient,Q9Y5Y9,0.047554,SMTT02996,SCN10A,Sodium Voltage-gated Channel Alpha Subunit 10,3
0.689234,ENSG00000183873,1.0,Sodium Channel Protein Type 5 Subunit Alpha,By_ingredient,Q14524,0.716389,SMTT03005,SCN5A,Sodium Voltage-gated Channel Alpha Subunit 5,3
0.002868,ENSG00000166828,1.0,Amiloride-sensitive Sodium Channel Subunit Gamma,By_ingredient,P51170,0.028763,SMTT03010,SCNN1G,Sodium Channel Epithelial 1 Gamma Subunit,16
0.025692,ENSG00000073578,1.0,"Succinate Dehydrogenase [ubiquinone] Flavoprotein Subunit, Mitochondrial",By_ingredient,P31040,0.067362,SMTT03016,SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,5
0.046909,ENSG00000153993,1.0,,By_ingredient,,0.08824,SMTT03034,SEMA3D,Semaphorin 3D,7
0.046909,ENSG00000170381,1.0,,By_ingredient,,0.08824,SMTT03035,SEMA3E,Semaphorin 3E,7
0.046909,ENSG00000196189,1.0,,By_ingredient,,0.08824,SMTT03036,SEMA4A,Semaphorin 4A,1
0.046909,ENSG00000112902,1.0,,By_ingredient,,0.08824,SMTT03037,SEMA5A,Semaphorin 5A,5
0.01176,ENSG00000197249,1.0,Alpha-1-antitrypsin,By_ingredient,P01009,0.050166,SMTT03042,SERPINA1,Serpin Family A Member 1,14
0.02935,ENSG00000106366,1.0,Plasminogen Activator Inhibitor 1,By_ingredient,P05121,0.071228,SMTT03048,SERPINE1,Serpin Family E Member 1,7
0.011939,ENSG00000183918,1.0,,By_ingredient,,0.050166,SMTT03075,SH2D1A,SH2 Domain Containing 1A,X
0.023735,ENSG00000141485,1.0,,By_ingredient,,0.065404,SMTT03107,SLC13A5,Solute Carrier Family 13 Member 5,17
0.007348,ENSG00000197375,1.0,Solute Carrier Family 22 Member 5,By_ingredient,O76082,0.022899,SMTT03127,SLC22A5,Solute Carrier Family 22 Member 5,5
0.003794,ENSG00000105641,1.0,,By_ingredient,,0.032562,SMTT03188,SLC5A5,Solute Carrier Family 5 Member 5,19
0.001387,ENSG00000115665,1.0,,By_ingredient,,0.019036,SMTT03189,SLC5A7,Solute Carrier Family 5 Member 7,2
0.0,ENSG00000103546,2e-06,Sodium-dependent Noradrenaline Transporter,By_ingredient,P23975,0.0,SMTT03193,SLC6A2,Solute Carrier Family 6 Member 2,16
0.000369,ENSG00000142319,1.0,Sodium-dependent Dopamine Transporter,By_ingredient,Q01959,0.005092,SMTT03195,SLC6A3,Solute Carrier Family 6 Member 3,5
0.000213,ENSG00000108576,1.0,Sodium-dependent Serotonin Transporter,By_ingredient,P31645,0.003911,SMTT03196,SLC6A4,solute carrier family 6 member 4,
0.035391,ENSG00000155465,1.0,Y+L Amino Acid Transporter 1,By_ingredient,Q9UM01,0.076813,SMTT03201,SLC7A7,Solute Carrier Family 7 Member 7,14
0.046909,ENSG00000072501,1.0,,By_ingredient,,0.08824,SMTT03226,SMC1A,Structural Maintenance Of Chromosomes 1A,X
0.046909,ENSG00000102172,1.0,Spermine Synthase,By_ingredient,P52788,0.08824,SMTT03235,SMS,Spermine Synthase,X
0.0025,ENSG00000161011,1.0,,By_ingredient,,0.026455,SMTT03298,SQSTM1,Sequestosome 1,5
0.036198,ENSG00000197122,1.0,Proto-oncogene Tyrosine-protein Kinase Src,By_ingredient,P12931,0.077791,SMTT03300,SRC,"SRC Proto-oncogene, Non-receptor Tyrosine Kinase",20
0.011214,ENSG00000072310,1.0,Sterol Regulatory Element-binding Protein 1,By_ingredient,P36956,0.050018,SMTT03304,SREBF1,sterol regulatory element binding transcription factor 1,
0.046909,ENSG00000115107,1.0,,By_ingredient,,0.08824,SMTT03322,STEAP3,STEAP3 Metalloreductase,2
0.023735,ENSG00000266173,1.0,,By_ingredient,,0.065404,SMTT03330,STRADA,STE20-related Kinase Adaptor Alpha,17
0.035391,ENSG00000177156,1.0,,By_ingredient,,0.076813,SMTT03377,TALDO1,Transaldolase 1,11
0.025692,ENSG00000091513,1.0,Serotransferrin,By_ingredient,P02787,0.067362,SMTT03436,TF,Transferrin,3
0.023023,ENSG00000136869,1.0,Toll-like Receptor 4,By_ingredient,O00206,0.064993,SMTT03475,TLR4,Toll Like Receptor 4,9
0.005257,ENSG00000232810,1.0,Tumor Necrosis Factor,By_ingredient,P01375,0.037051,SMTT03502,TNF,tumor necrosis factor,
0.01002,ENSG00000141510,1.0,Cellular Tumor Antigen P53,By_ingredient,P04637,0.047444,SMTT03530,TP53,Tumor Protein P53,17
0.035391,ENSG00000095970,1.0,,By_ingredient,,0.076813,SMTT03550,TREM2,Triggering Receptor Expressed On Myeloid Cells 2,6
0.023735,ENSG00000126814,1.0,,By_ingredient,,0.065404,SMTT03564,TRMT5,tRNA Methyltransferase 5,14
0.046909,ENSG00000134160,1.0,,By_ingredient,,0.08824,SMTT03585,TRPM1,Transient Receptor Potential Cation Channel Subfamily M Member 1,15
0.046681,ENSG00000196689,1.0,Transient Receptor Potential Cation Channel Subfamily V Member 1,By_ingredient,Q8NER1,0.088078,SMTT03590,TRPV1,transient receptor potential cation channel subfamily V member 1,
0.046909,ENSG00000155657,1.0,,By_ingredient,,0.08824,SMTT03619,TTN,Titin,2
0.011939,ENSG00000011600,1.0,,By_ingredient,,0.050166,SMTT03649,TYROBP,TYRO Protein Tyrosine Kinase Binding Protein,19
0.035391,ENSG00000015285,1.0,Wiskott-Aldrich Syndrome Protein,By_ingredient,P42768,0.076813,SMTT03730,WAS,Wiskott-Aldrich Syndrome,X
0.023735,ENSG00000134987,1.0,,By_ingredient,,0.065404,SMTT03738,WDR36,WD Repeat Domain 36,5
0.277376,ENSG00000158125,1.0,Xanthine Dehydrogenase/oxidase,By_ingredient,P47989,0.30693,SMTT03764,XDH,Xanthine Dehydrogenase,2
0.046909,ENSG00000196236,1.0,,By_ingredient,,0.08824,SMTT03771,XPNPEP3,X-prolyl Aminopeptidase 3,22
0.003794,ENSG00000133048,1.0,,By_ingredient,P36222,0.032562,SMTT03883,CHI3L1,Chitinase 3 Like 1,1
0.023735,ENSG00000187733,1.0,,By_ingredient,P04745,0.065404,SMTT03910,AMY1C,"Amylase, Alpha 1C (salivary)",1
0.000841,ENSG00000169896,1.0,,By_ingredient,P11215,0.014174,SMTT03939,ITGAM,Integrin Subunit Alpha M,16
0.010442,ENSG00000163739,1.0,,By_ingredient,P09341,0.048258,SMTT03971,CXCL1,C-X-C Motif Chemokine Ligand 1,4
0.021884,ENSG00000072736,1.0,,By_ingredient,Q12968,0.041442,SMTT03988,NFATC3,Nuclear Factor Of Activated T Cells 3,16
0.046909,ENSG00000136937,1.0,,By_ingredient,Q09161,0.08824,SMTT04056,NCBP1,Nuclear Cap Binding Protein Subunit 1,9
0.002868,ENSG00000142185,1.0,,By_ingredient,O94759,0.028763,SMTT04058,TRPM2,Transient Receptor Potential Cation Channel Subfamily M Member 2,21
0.007348,ENSG00000164626,1.0,,By_ingredient,O95279,0.022899,SMTT04062,KCNK5,Potassium Two Pore Domain Channel Subfamily K Member 5,6
0.023427,ENSG00000129566,1.0,,By_ingredient,Q99973,0.06515,SMTT04076,TEP1,Telomerase Associated Protein 1,14
0.046909,ENSG00000066336,1.0,,By_ingredient,P17947,0.08824,SMTT04093,SPI1,Spi-1 Proto-oncogene,11
0.046909,ENSG00000137860,1.0,,By_ingredient,O43868,0.08824,SMTT04102,SLC28A2,Solute Carrier Family 28 Member 2,15
0.001387,ENSG00000168710,1.0,,By_ingredient,O43865,0.019036,SMTT04148,AHCYL1,Adenosylhomocysteinase Like 1,1
0.035391,ENSG00000091844,1.0,,By_ingredient,Q9UGC6,0.076813,SMTT04169,RGS17,Regulator Of G Protein Signaling 17,6
0.046909,ENSG00000111653,1.0,,By_ingredient,Q9UNL4,0.08824,SMTT04174,ING4,Inhibitor Of Growth Family Member 4,12
0.035391,ENSG00000120697,1.0,,By_ingredient,Q9Y673,0.076813,SMTT04176,ALG5,"ALG5, Dolichyl-phosphate Beta-glucosyltransferase",13
0.035391,ENSG00000166391,1.0,,By_ingredient,Q3SYC2,0.076813,SMTT04199,MOGAT2,Monoacylglycerol O-acyltransferase 2,11
0.046909,ENSG00000124440,1.0,,By_ingredient,Q9Y2N7,0.08824,SMTT04211,HIF3A,Hypoxia Inducible Factor 3 Alpha Subunit,19
0.266615,ENSG00000163803,1.0,,By_ingredient,Q6P1J6,0.295833,SMTT04237,PLB1,Phospholipase B1,2
0.002065,ENSG00000184207,1.0,,By_ingredient,A6NDG6,0.023891,SMTT04240,PGP,Phosphoglycolate Phosphatase,16
0.001387,ENSG00000183666,1.0,,By_ingredient,Q15486,0.019036,SMTT04245,GUSBP1,"Glucuronidase, Beta Pseudogene 1",5
0.019121,,1.0,,By_ingredient,P06493,0.038307,SMTT04266,CDC2,Cell Division Control Protein 2 Homolog,
0.046909,ENSG00000204574,1.0,,By_ingredient,,0.08824,SMTT04333,ABCF1,ATP binding cassette subfamily F member 1,
0.023735,ENSG00000033050,1.0,,By_ingredient,,0.065404,SMTT04334,ABCF2,ATP binding cassette subfamily F member 2,
0.023735,ENSG00000161204,1.0,,By_ingredient,,0.065404,SMTT04335,ABCF3,ATP binding cassette subfamily F member 3,
0.023735,ENSG00000162390,1.0,,By_ingredient,,0.065404,SMTT04374,ACOT11,acyl-CoA thioesterase 11,
0.023735,ENSG00000172497,1.0,,By_ingredient,,0.065404,SMTT04375,ACOT12,acyl-CoA thioesterase 12,
0.035391,ENSG00000167107,1.0,,By_ingredient,,0.076813,SMTT04392,ACSF2,acyl-CoA synthetase family member 2,
0.023735,ENSG00000185736,1.0,,By_ingredient,,0.065404,SMTT04442,ADARB2,"adenosine deaminase, RNA specific B2 (inactive)",
0.00108,ENSG00000187758,1.0,,By_ingredient,,0.016398,SMTT04475,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",
0.000207,ENSG00000170214,1.0,,By_ingredient,,0.005508,SMTT04489,ADRA1B,adrenoceptor alpha 1B,
4e-06,ENSG00000171873,1.0,,By_ingredient,,0.000294,SMTT04490,ADRA1D,adrenoceptor alpha 1D,
0.035391,,1.0,,By_ingredient,,0.076813,SMTT04494,ADSS2,,
0.035391,ENSG00000158467,1.0,,By_ingredient,,0.076813,SMTT04522,AHCYL2,adenosylhomocysteinase like 2,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT04546,AKR1B3,,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT04547,AKR1B7,,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT04548,AKR1B8,,
0.046909,ENSG00000053371,1.0,,By_ingredient,,0.08824,SMTT04551,AKR7A2,aldo-keto reductase family 7 member A2,
0.046909,ENSG00000162482,1.0,,By_ingredient,,0.08824,SMTT04552,AKR7A3,aldo-keto reductase family 7 member A3,
0.035391,,1.0,,By_ingredient,,0.076813,SMTT04553,AKT,,
0.028042,ENSG00000143149,1.0,,By_ingredient,,0.070333,SMTT04564,ALDH9A1,aldehyde dehydrogenase 9 family member A1,
0.046909,ENSG00000091542,1.0,,By_ingredient,,0.08824,SMTT04573,ALKBH5,"alkB homolog 5, RNA demethylase",
0.035391,ENSG00000106927,1.0,,By_ingredient,,0.076813,SMTT04584,AMBP,alpha-1-microglobulin/bikunin precursor,
0.023735,ENSG00000174945,1.0,,By_ingredient,,0.065404,SMTT04597,AMZ1,archaelysin family metallopeptidase 1,
0.023735,ENSG00000196704,1.0,,By_ingredient,,0.065404,SMTT04598,AMZ2,archaelysin family metallopeptidase 2,
0.046909,,1.0,,By_ingredient,,0.08824,SMTT04672,ANTKMT,,
0.023735,ENSG00000109321,1.0,,By_ingredient,,0.065404,SMTT04731,AREG,amphiregulin,
0.046909,ENSG00000165527,1.0,,By_ingredient,,0.08824,SMTT04737,ARF6,ADP ribosylation factor 6,
0.035391,ENSG00000112379,1.0,,By_ingredient,,0.076813,SMTT04739,ARFGEF3,ARFGEF family member 3,
0.023735,ENSG00000175220,1.0,,By_ingredient,,0.065404,SMTT04741,ARHGAP1,Rho GTPase activating protein 1,
0.002868,ENSG00000197548,1.0,,By_ingredient,,0.028763,SMTT04876,ATG7,autophagy related 7,
0.019162,ENSG00000110955,1.0,,By_ingredient,,0.060327,SMTT04902,ATP5F1B,ATP synthase F1 subunit beta,
0.035391,ENSG00000124406,1.0,,By_ingredient,,0.076813,SMTT04930,ATP8A1,ATPase phospholipid transporting 8A1,
0.023735,ENSG00000166377,1.0,,By_ingredient,,0.065404,SMTT04934,ATP9B,ATPase phospholipid transporting 9B (putative),
0.035391,ENSG00000175711,1.0,,By_ingredient,,0.076813,SMTT04949,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",
0.035391,ENSG00000105552,1.0,,By_ingredient,,0.076813,SMTT04981,BCAT2,branched chain amino acid transaminase 2,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT04993,BCRP,,
0.000689,ENSG00000126581,1.0,,By_ingredient,,0.01248,SMTT04997,BECN1,beclin 1,
0.02125,ENSG00000145692,1.0,,By_ingredient,,0.063149,SMTT05009,BHMT,betaine--homocysteine S-methyltransferase,
0.011939,ENSG00000163217,1.0,,By_ingredient,,0.050166,SMTT05025,BMP10,bone morphogenetic protein 10,
0.011939,ENSG00000152785,1.0,,By_ingredient,,0.050166,SMTT05027,BMP3,bone morphogenetic protein 3,
0.011939,ENSG00000112175,1.0,,By_ingredient,,0.050166,SMTT05028,BMP5,bone morphogenetic protein 5,
0.023735,ENSG00000183682,1.0,,By_ingredient,,0.065404,SMTT05031,BMP8A,bone morphogenetic protein 8a,
0.011939,ENSG00000116985,1.0,,By_ingredient,,0.050166,SMTT05032,BMP8B,bone morphogenetic protein 8b,
0.011939,ENSG00000160469,1.0,,By_ingredient,,0.050166,SMTT05066,BRSK1,BR serine/threonine kinase 1,
0.011939,ENSG00000174672,1.0,,By_ingredient,,0.050166,SMTT05067,BRSK2,BR serine/threonine kinase 2,
0.046909,ENSG00000071462,1.0,,By_ingredient,,0.08824,SMTT05086,BUD23,"BUD23, rRNA methyltransferase and ribosome maturation factor",
0.011939,,1.0,,By_ingredient,,0.050166,SMTT05089,C-MYC,,
0.023735,ENSG00000108561,1.0,,By_ingredient,,0.065404,SMTT05124,C1QBP,complement C1q binding protein,
0.046909,ENSG00000129315,1.0,,By_ingredient,,0.08824,SMTT05319,CCNT1,cyclin T1,
0.013463,ENSG00000158473,1.0,,By_ingredient,,0.052578,SMTT05331,CD1D,CD1d molecule,
0.046909,ENSG00000105383,1.0,,By_ingredient,,0.08824,SMTT05345,CD33,CD33 molecule,
0.011939,ENSG00000174059,1.0,,By_ingredient,,0.050166,SMTT05346,CD34,CD34 molecule,
0.023735,ENSG00000129226,1.0,,By_ingredient,,0.065404,SMTT05353,CD68,CD68 molecule,
0.035391,ENSG00000079335,1.0,,By_ingredient,,0.076813,SMTT05365,CDC14A,cell division cycle 14A,
0.011939,ENSG00000165556,1.0,,By_ingredient,,0.050166,SMTT05425,CDX2,caudal type homeobox 2,
0.035391,ENSG00000128965,1.0,,By_ingredient,,0.076813,SMTT05501,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,
0.028042,ENSG00000016391,1.0,,By_ingredient,,0.070333,SMTT05515,CHDH,choline dehydrogenase,
0.035391,ENSG00000110721,1.0,,By_ingredient,,0.076813,SMTT05524,CHKA,choline kinase alpha,
0.023735,ENSG00000254413,1.0,,By_ingredient,,0.065404,SMTT05525,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate),
0.0,ENSG00000181072,2e-06,,By_ingredient,,0.0,SMTT05536,CHRM2,cholinergic receptor muscarinic 2,
0.046909,ENSG00000173207,1.0,,By_ingredient,,0.08824,SMTT05570,CKS1B,CDC28 protein kinase regulatory subunit 1B,
0.046909,ENSG00000157322,1.0,,By_ingredient,,0.08824,SMTT05588,CLEC18A,C-type lectin domain family 18 member A,
0.046909,ENSG00000140839,1.0,,By_ingredient,,0.08824,SMTT05589,CLEC18B,C-type lectin domain family 18 member B,
0.046909,ENSG00000157335,1.0,,By_ingredient,,0.08824,SMTT05590,CLEC18C,C-type lectin domain family 18 member C,
0.002868,ENSG00000110852,1.0,,By_ingredient,,0.028763,SMTT05595,CLEC2B,C-type lectin domain family 2 member B,
0.046909,ENSG00000166523,1.0,,By_ingredient,,0.08824,SMTT05601,CLEC4E,C-type lectin domain family 4 member E,
0.035391,ENSG00000125246,1.0,,By_ingredient,,0.076813,SMTT05631,CLYBL,citrate lyase beta like,
0.023735,ENSG00000121022,1.0,,By_ingredient,,0.065404,SMTT05695,COPS5,COP9 signalosome subunit 5,
0.011939,ENSG00000103426,1.0,,By_ingredient,,0.050166,SMTT05704,CORO7-PAM16,CORO7-PAM16 readthrough,
0.011939,ENSG00000165934,1.0,,By_ingredient,,0.050166,SMTT05738,CPSF2,cleavage and polyadenylation specific factor 2,
0.023735,ENSG00000119203,1.0,,By_ingredient,,0.065404,SMTT05739,CPSF3,cleavage and polyadenylation specific factor 3,
0.011939,ENSG00000144579,1.0,,By_ingredient,,0.050166,SMTT05817,CTDSP1,CTD small phosphatase 1,
0.026603,ENSG00000168925,1.0,,By_ingredient,,0.0686,SMTT05824,CTRB1,chymotrypsinogen B1,
0.023735,ENSG00000168329,1.0,,By_ingredient,,0.065404,SMTT05849,CX3CR1,C-X3-C motif chemokine receptor 1,
0.023735,ENSG00000008256,1.0,,By_ingredient,,0.065404,SMTT05900,CYTH3,cytohesin 3,
0.046909,ENSG00000133083,1.0,,By_ingredient,,0.08824,SMTT05933,DCLK1,doublecortin like kinase 1,
0.023735,ENSG00000198924,1.0,,By_ingredient,,0.065404,SMTT05934,DCLRE1A,DNA cross-link repair 1A,
0.023735,ENSG00000118655,1.0,,By_ingredient,,0.065404,SMTT05935,DCLRE1B,DNA cross-link repair 1B,
0.023735,ENSG00000153904,1.0,,By_ingredient,,0.065404,SMTT05948,DDAH1,dimethylarginine dimethylaminohydrolase 1,
0.035391,ENSG00000169598,1.0,,By_ingredient,,0.076813,SMTT06010,DFFB,DNA fragmentation factor subunit beta,
0.023735,ENSG00000077044,1.0,,By_ingredient,,0.065404,SMTT06013,DGKD,diacylglycerol kinase delta,
0.023735,ENSG00000086189,1.0,,By_ingredient,,0.065404,SMTT06046,DIMT1,DIM1 dimethyladenosine transferase 1 homolog,
0.035391,ENSG00000160305,1.0,,By_ingredient,,0.076813,SMTT06048,DIP2A,disco interacting protein 2 homolog A,
0.023735,ENSG00000151240,1.0,,By_ingredient,,0.065404,SMTT06049,DIP2C,disco interacting protein 2 homolog C,
0.002868,ENSG00000100206,1.0,,By_ingredient,,0.028763,SMTT06073,DMC1,DNA meiotic recombinase 1,
0.035391,ENSG00000136770,1.0,,By_ingredient,,0.076813,SMTT06086,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,
0.023735,ENSG00000120675,1.0,,By_ingredient,,0.065404,SMTT06089,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15,
0.035391,ENSG00000104129,1.0,,By_ingredient,,0.076813,SMTT06091,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17,
0.035391,ENSG00000213551,1.0,,By_ingredient,,0.076813,SMTT06097,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9,
0.0,ENSG00000015413,9e-06,,By_ingredient,,0.0,SMTT06122,DPEP1,dipeptidase 1,
0.035391,ENSG00000167261,1.0,,By_ingredient,,0.076813,SMTT06123,DPEP2,dipeptidase 2,
0.023735,ENSG00000141096,1.0,,By_ingredient,,0.065404,SMTT06124,DPEP3,dipeptidase 3,
7.5e-05,ENSG00000197635,1.0,,By_ingredient,,0.002659,SMTT06129,DPP4,dipeptidyl peptidase 4,
0.046909,ENSG00000157851,1.0,,By_ingredient,,0.08824,SMTT06140,DPYSL5,dihydropyrimidinase like 5,
0.035391,ENSG00000163840,1.0,,By_ingredient,,0.076813,SMTT06159,DTX3L,deltex E3 ubiquitin ligase 3L,
0.046909,ENSG00000188716,1.0,,By_ingredient,,0.08824,SMTT06162,DUPD1,dual specificity phosphatase and pro isomerase domain containing 1,
0.035391,ENSG00000081721,1.0,,By_ingredient,,0.076813,SMTT06165,DUSP12,dual specificity phosphatase 12,
0.035391,ENSG00000079393,1.0,,By_ingredient,,0.076813,SMTT06166,DUSP13,dual specificity phosphatase 13,
0.035391,ENSG00000149599,1.0,,By_ingredient,,0.076813,SMTT06167,DUSP15,dual specificity phosphatase 15,
0.035391,ENSG00000111266,1.0,,By_ingredient,,0.076813,SMTT06168,DUSP16,dual specificity phosphatase 16,
0.035391,ENSG00000167065,1.0,,By_ingredient,,0.076813,SMTT06169,DUSP18,dual specificity phosphatase 18,
0.035391,ENSG00000162999,1.0,,By_ingredient,,0.076813,SMTT06170,DUSP19,dual specificity phosphatase 19,
0.035391,ENSG00000189037,1.0,,By_ingredient,,0.076813,SMTT06172,DUSP21,dual specificity phosphatase 21,
0.035391,ENSG00000133878,1.0,,By_ingredient,,0.076813,SMTT06174,DUSP26,dual specificity phosphatase 26,
0.035391,ENSG00000198842,1.0,,By_ingredient,,0.076813,SMTT06175,DUSP27,"dual specificity phosphatase 27, atypical",
0.046909,ENSG00000188542,1.0,,By_ingredient,,0.08824,SMTT06176,DUSP28,dual specificity phosphatase 28,
0.046909,ENSG00000108861,1.0,,By_ingredient,,0.08824,SMTT06177,DUSP3,dual specificity phosphatase 3,
0.035391,ENSG00000164086,1.0,,By_ingredient,,0.076813,SMTT06180,DUSP7,dual specificity phosphatase 7,
0.046909,ENSG00000130829,1.0,,By_ingredient,,0.08824,SMTT06182,DUSP9,dual specificity phosphatase 9,
0.035391,ENSG00000127334,1.0,,By_ingredient,,0.076813,SMTT06194,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,
0.023735,ENSG00000164330,1.0,,By_ingredient,,0.065404,SMTT06205,EBF1,early B cell factor 1,
0.011939,ENSG00000221818,1.0,,By_ingredient,,0.050166,SMTT06206,EBF2,early B cell factor 2,
0.011939,ENSG00000108001,1.0,,By_ingredient,,0.050166,SMTT06207,EBF3,early B cell factor 3,
0.011939,ENSG00000088881,1.0,,By_ingredient,,0.050166,SMTT06208,EBF4,early B cell factor 4,
0.011939,ENSG00000145194,1.0,,By_ingredient,,0.050166,SMTT06211,ECE2,endothelin converting enzyme 2,
0.046909,,1.0,,By_ingredient,,0.08824,SMTT06230,EEF1E1-BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate),
0.011939,ENSG00000132394,1.0,,By_ingredient,,0.050166,SMTT06233,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific",
0.011939,ENSG00000164318,1.0,,By_ingredient,,0.050166,SMTT06256,EGFLAM,"EGF like, fibronectin type III and laminin G domains",
0.017167,ENSG00000074800,1.0,,By_ingredient,,0.058131,SMTT06335,ENO1,enolase 1,
0.023735,ENSG00000188316,1.0,,By_ingredient,,0.065404,SMTT06337,ENO4,enolase 4,
0.035391,ENSG00000001561,1.0,,By_ingredient,,0.076813,SMTT06342,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,
0.046909,ENSG00000139163,1.0,,By_ingredient,,0.08824,SMTT06414,ETNK1,ethanolamine kinase 1,
0.046909,ENSG00000143845,1.0,,By_ingredient,,0.08824,SMTT06415,ETNK2,ethanolamine kinase 2,
0.035391,ENSG00000167106,1.0,,By_ingredient,,0.076813,SMTT06463,FAM102A,family with sequence similarity 102 member A,
0.023735,ENSG00000064763,1.0,,By_ingredient,,0.065404,SMTT06523,FAR2,fatty acyl-CoA reductase 2,
